0.000000000,0
0.045918367,A4
0.242539682,D5
0.464195011,C#5
0.649433106,D5
0.812335600,F5
0.975238095,D5
1.160272108,A4
1.335147392,D4
1.549931972,A4
1.732789115,D5
1.938866213,C#5
2.083764172,D5
2.269750566,F5
2.417505668,D5
2.603333333,A4
2.799818594,D4
3.005419501,A4
3.167052154,C5
3.308843537,B4
3.524353741,C5
3.679637188,F#5
3.855963718,C5
4.009387755,A4
4.174512471,D4
4.376235827,A4
4.551904761,C5
4.706213151,B4
4.934036281,C5
5.070294784,F#5
5.279637188,C5
5.416780045,A4
5.587301587,D4
5.804308390,0
6.019773242,C5
6.228571428,F#5
6.412244897,E5
6.574512471,D5
6.746938775,C5
6.900000000,B4
7.073469387,A4
7.229387755,E4
7.467392290,D5
7.636734693,C5
7.788117913,B4
7.996009070,F#4
8.204081632,E5
8.387482993,D5
8.551065759,C5
8.742857142,B4
8.957142857,0
9.232653061,D5
9.490793650,G5
9.672562358,F#5
9.828571428,G5
10.033696145,B5
10.169387755,G5
10.355102040,D5
10.565306122,G4
10.782494331,D5
10.928571428,G5
11.111247165,F#5
11.296326530,G5
11.473197278,B5
11.664739229,G5
11.821133786,D5
12.027664399,G4
12.236734693,D5
12.422448979,F5
12.587755102,E5
12.795283446,F5
12.965532879,B5
13.163832199,F5
13.336734693,D5
13.511111111,G4
13.761224489,D5
13.952290249,F5
14.119160997,E5
14.300000000,F5
14.479591836,B5
14.681632653,F5
14.839773242,D5
15.034693877,G4
15.367346938,F5
15.575102040,B5
15.764897959,A5
15.908163265,G5
16.101655328,F5
16.267346938,E5
16.467346938,D5
16.661405895,A4
16.854784580,G5
17.034285714,F5
17.210204081,E5
17.448344671,B4
17.618367346,A5
17.820408163,G5
17.978775510,F5
18.188662131,E5
18.416326530,0
18.573287981,0
