0,E6
0.203174603,C#6
0.364988662,G5
0.559183673,F#5
0.763265306,D6
0.932653061,B5
1.110204081,F5
1.267346938,E5
1.440816326,C6
1.643537414,A5
1.803537414,Eb5
1.998979591,D5
2.161088435,Bb5
2.363265306,G#5
2.581405895,D5
2.748979591,C5
2.912653061,A5
3.105668934,F5
3.28802721,D5
3.488072562,B5
3.699229024,F5
3.837528344,E5
4.0061678,D5
4.2523356,G#4
4.465487528,B4
4.66031746,D5
4.837006802,F5
5.036553287,E5
5.244897959,D5
5.430612244,C5
5.587755102,B4
5.77755102,C5
6.026530612,E5
6.185941043,A5
6.342857142,C5
6.551020408,B4
6.730612244,A4
6.930612244,E4
7.128571428,G#5
7.379591836,A5
7.724263038,0
8.434648526,A4
8.613424036,G4
8.789795918,E4
9.007165532,F4
9.245895691,A5
9.432562358,E4
9.65510204,G5
9.865306122,D4
10.208163265,F5
10.412698412,E5
10.567346938,C#5
10.75664399,D5
10.942403628,Bb5
11.118730158,C5
11.319727891,A5
11.559183673,G#5
11.827664399,E5
11.920907029,D5
12.149115646,B4
12.339795918,C5
12.554081632,E6
12.761496598,B4
12.953809523,D6
13.122902494,C5
13.354081632,C6
13.507142857,D5
13.698866213,B5
13.942857142,E5
14.163265306,A5
14.336734693,B5
14.526530612,G#5
14.789795918,A5
15.332653061,0
15.571428571,E4
15.766349206,A4
15.931791383,C5
16.10739229,E5
16.325510204,A4
16.491972789,C5
16.687755102,E5
16.872199546,A5
17.106938775,E5
17.261133786,A5
17.442857142,C6
17.656621315,E6
17.884353741,A5
18.062244897,C6
18.241836734,E6
18.491836734,A6
20.477097505,0
21.095328798,0
