0.000000000,0
0.538775510,Bb5
1.689614512,A5
1.809387755,B5
1.948072562,Ab5
2.867346938,G5
2.964285714,A5
3.117278911,Gb5
3.578775510,F5
3.938684807,E5
4.224580498,Db5
4.585941043,Bb5
6.057142857,C6
6.302040816,Cb6
6.689795918,Bb5
11.542857142,0
14.671020408,Bb5
15.689795918,A5
15.805102040,B5
15.966326530,Ab5
16.683537414,G5
16.785850340,A5
16.927551020,Gb5
17.310204081,F5
17.613469387,E5
17.851020408,Db5
18.173968253,Bb4
19.294331065,F#4
19.591836734,G4
20.032653061,B4
21.867392290,0
22.293877551,F#4
22.661224489,G4
22.938775510,C5
23.180770975,F#4
23.383945578,G4
23.558095238,Db5
23.694512471,F5
23.808163265,E5
24.054421768,Db5
24.465306122,Bb4
25.652244897,F#4
25.962811791,G4
26.305306122,B4
28.679591836,0
28.978503401,0
