0.000000000,0
0.798911564,Bb5
2.799455782,A5
2.963265306,B5
3.102040816,Ab5
4.196462585,G5
4.371882086,A5
4.543854875,Gb5
5.035827664,F5
5.500226757,E5
5.892063492,Db5
6.561088435,Bb5
8.198979591,Db6
8.579047619,Fb6
8.721995464,Ebb6
9.211065759,Db6
9.726893424,Bb5
12.071111111,A5
12.256122448,B5
12.416870748,Ab5
13.532879818,G5
13.781768707,A5
14.028344671,Gb5
14.675736961,F5
15.218503401,E5
16.042448979,Db5
16.930249433,0
19.260952380,Bb4
19.506938775,A4
19.706485260,B4
19.858866213,Ab4
20.021043083,G4
20.192653061,A4
20.326530612,Gb4
20.720907029,F4
21.115646258,E4
21.577551020,Db4
22.482721088,0
23.013877551,Bb4
23.411292517,A4
23.693877551,B4
24.126530612,Ab4
24.444897959,G4
24.677414965,A4
24.885986394,Gb4
25.436734693,F4
25.971428571,E4
26.628571428,Db4
28.612244897,0
30.289795918,Db4
30.959183673,Gb4
31.050884353,F4
31.476825396,E4
31.821179138,Db4
32.705306122,Db4
34.951836734,A4
35.596190476,G4
36.356643990,Db4
38.829569160,0
40.408163265,B4
45.685260770,A4
46.493877551,G4
47.313560090,F4
48.293151927,Eb4
49.319183673,0
50.317641723,Eb4
51.271428571,Db4
57.436734693,0
60.979591836,0
