0.000000000,0
0.161088435,Ab4
0.480725623,Db4
0.806167800,Eb4
1.066575963,Gb4
1.215238095,Ab4
1.322993197,Bb4
1.438231292,Db5
1.557460317,Eb5
1.706621315,Gb5
1.826598639,F5
2.042630385,Eb5
2.256870748,Db5
2.533673469,Bb4
4.376961451,0
4.620408163,Db5
4.948027210,Eb5
5.166258503,Gb5
5.408707482,A5
6.168480725,Ab5
6.316893424,G5
6.417052154,Gb5
6.556598639,Eb5
7.153242630,D5
7.208344671,Db5
7.331337868,C5
7.455555555,A4
8.105079365,Ab4
8.292789115,G4
8.466575963,Gb4
8.659229024,Eb4
9.056417233,Gb4
9.139977324,F4
9.448344671,Fb4
9.858163265,Eb4
10.640544217,0
11.286734693,F4
11.894421768,Fb4
12.743401360,Eb4
13.343764172,Gb4
13.444897959,F4
13.857142857,Fb4
14.520408163,Eb4
14.906122448,Gb4
14.995374149,F4
15.366825396,Fb4
15.863197278,Eb4
16.373786848,F4
16.469841269,Fb4
17.081541950,Eb4
18.054240362,D4
18.866213151,F4
19.051201814,E4
19.559909297,Db4
20.183945578,C4
20.692471655,Db4
21.077097505,Gb4
21.679727891,Bbb4
22.183673469,0
23.757505668,D4
24.260861678,Gb4
24.386757369,F4
24.635283446,D4
25.068843537,Db4
26.583673469,Db5
28.049705215,0
28.897959183,0
