0.000000000,0
0.857142857,D4
1.069387755,F4
1.151882086,E4
1.508571428,Db4
1.828571428,C4
2.385714285,Db4
3.006122448,Gb4
3.751473922,Bbb4
4.712199546,D4
5.041632653,Gb4
5.140317460,F4
5.524897959,D4
5.961723356,Db4
7.871564625,Eb5
9.822040816,Db5
10.132607709,Cb5
10.336734693,Bb4
10.483673469,Ab4
11.987755102,Eb4
12.358820861,Gb4
12.522448979,Ab4
12.659183673,Bb4
12.742857142,Db5
12.821428571,Eb5
12.992970521,Db5
13.072834467,Eb5
13.174421768,F5
13.220861678,Eb5
13.428390022,Db5
13.604716553,Cb5
13.790839002,Bb4
15.243900226,0
15.804081632,Cb5
16.117551020,Db5
16.330158730,Ebb5
16.571791383,Db5
16.697959183,Cb5
16.861179138,Bb4
16.967346938,Cb5
17.137551020,Ebb5
17.293424036,Fb5
17.368027210,Ebb5
17.512199546,Cb5
17.631201814,Bb4
17.711746031,A4
17.843083900,Ab4
17.900317460,Gb4
17.973333333,D4
18.078911564,Gb4
18.143877551,Ab4
18.210204081,A4
18.281632653,Bb4
18.664331065,Eb5
19.339319727,Bb4
19.559297052,Gb5
20.281632653,Bb4
20.500907029,F5
20.646575963,Gb5
20.739115646,Ab5
20.816689342,Bb5
22.745306122,0
23.722448979,0
