0.000000000,0
0.149659863,Ab4
0.422312925,Cb5
0.615873015,Db5
0.762585034,Fb5
1.003718820,Ab5
1.533968253,0
2.121723356,Ab5
2.384829931,Cb6
6.899319727,Db6
8.273469387,Eb6
11.239909297,Bb5
13.114920634,0
14.570521541,Bb4
15.850521541,A4
16.006122448,B4
16.157142857,Ab4
17.288707482,G4
17.417346938,A4
17.551020408,Gb4
18.050612244,F4
18.410204081,E4
18.781065759,Db4
19.219591836,0
19.361088435,Bb4
20.534693877,A4
20.706757369,B4
20.863129251,Ab4
22.099591836,G4
22.292857142,A4
22.447959183,Gb4
23.069024943,Ab4
23.405102040,Bb4
23.722086167,Db5
24.044988662,Eb5
24.493877551,Gb5
24.570158730,F5
24.950793650,Eb5
25.320634920,Db5
25.709569160,Bb4
27.538775510,0
27.905306122,0
