0.000000000,F#4
0.422448979,E#4
0.680272108,G4
4.742857142,0
7.602494331,F#4
7.948979591,E#4
8.186734693,G4
8.736145124,E#4
9.335782312,F#4
9.844897959,G4
10.319387755,F#4
10.743582766,E#4
11.080997732,G4
11.342222222,D4
11.648979591,Ab4
13.264399092,0
13.643877551,A4
14.649614512,E5
15.074489795,Bb5
16.474058956,C#6
19.314285714,0
19.826530612,D7
20.141133786,B6
20.837891156,D7
22.063310657,0
22.402358276,B6
22.680090702,D7
23.033832199,D7
23.953015873,B6
24.532789115,D7
25.070476190,B6
26.119365079,0
26.691836734,B6
27.344104308,D7
28.480770975,B6
29.074104308,D7
30.407891156,0
30.879319727,B6
31.364535147,D7
32.345986394,0
32.736689342,D7
35.088775510,0
35.744217687,0
