0.000000000,0
0.200000000,E5
0.436507936,D#5
0.622222222,F5
2.075510204,0
2.416326530,D#5
2.873469387,F5
3.082448979,0
3.623469387,D#5
4.449523809,E5
5.442902494,F#5
5.987392290,E#4
7.070476190,0
7.296145124,F#4
8.461496598,G6
11.800090702,0
12.625691609,B4
15.011700680,A#4
15.355102040,B4
15.634693877,0
15.924489795,B4
17.306666666,A4
17.904081632,B4
18.455102040,G#4
19.581678004,0
20.071428571,B4
22.425759637,C#6
24.434693877,D6
26.486712018,0
27.328435374,B4
27.490975056,A#4
27.668752834,B4
28.328616780,A4
29.292426303,A#4
29.613265306,B4
30.282653061,A4
31.166984126,A#4
32.743038548,0
32.945487528,B#5
33.373469387,B#5
33.618367346,B#5
33.889795918,0
35.587482993,0
